,Open,High,Low,Close,Volume,Risk Free Rate
2021-01-23,1233.42,1272.0,1196.74,1234.55,269855.02080844,0.010909999608993531
2021-01-24,1234.47,1401.92,1221.66,1394.0,434746.40508943,0.010909999608993531
2021-01-25,1394.04,1477.3,1293.65,1317.97,627535.52793717,0.010399999618530274
2021-01-26,1317.98,1378.12,1245.0,1367.98,484756.90659865,0.010399999618530274
2021-01-27,1367.97,1375.91,1206.05,1240.96,546037.67685749,0.010140000581741334
2021-01-28,1240.62,1363.27,1220.08,1333.19,361803.16655087,0.010570000410079956
2021-01-29,1333.61,1442.88,1286.56,1379.87,629545.82992845,0.010930000543594361
2021-01-30,1380.04,1408.97,1327.0,1380.0,283799.50273321,0.010930000543594361
2021-01-31,1380.0,1382.0,1283.0,1313.94,216853.04918505,0.010930000543594361
2021-02-01,1313.95,1378.02,1271.31,1374.6,282549.58638538,0.010770000219345092
2021-02-02,1374.55,1549.0,1360.27,1513.67,596570.35740844,0.011050000190734863
2021-02-03,1513.85,1672.21,1509.48,1668.72,492422.63736011,0.0113100004196167
2021-02-04,1668.71,1699.0,1556.0,1597.55,531943.12791716,0.011390000581741333
2021-02-05,1597.34,1763.93,1589.17,1721.06,414535.83691975,0.011699999570846558
2021-02-06,1721.06,1745.25,1646.7,1679.77,330440.89591973,0.011699999570846558
2021-02-07,1679.76,1695.38,1493.28,1615.32,416691.917484,0.011699999570846558
2021-02-08,1615.51,1780.0,1565.98,1752.98,454314.62328634,0.01159999966621399
2021-02-09,1752.98,1824.23,1710.01,1772.16,345860.43376582,0.01156999945640564
2021-02-10,1771.91,1839.0,1680.0,1742.93,368565.10934926,0.011330000162124633
2021-02-11,1742.51,1819.0,1704.23,1787.32,263018.46640028,0.011579999923706055
2021-02-12,1787.33,1868.9,1741.29,1845.0,324522.83669583,0.012000000476837159
2021-02-13,1844.78,1877.88,1766.15,1818.01,222718.507164,0.012000000476837159
2021-02-14,1817.85,1852.47,1785.07,1803.75,172443.99258151,0.012000000476837159
2021-02-15,1803.25,1836.0,1659.93,1779.62,320429.97588848,0.012000000476837159
2021-02-16,1780.59,1825.0,1725.0,1781.97,209801.29066471,0.012990000247955323
2021-02-17,1782.14,1857.61,1733.87,1852.0,224624.79625355,0.013009999990463256
2021-02-18,1851.9,1950.3,1851.47,1939.64,279501.81066288,0.012869999408721924
2021-02-19,1939.64,1974.98,1890.0,1957.68,247118.43154671,0.013450000286102295
2021-02-20,1957.9,2041.42,1811.25,1915.46,419107.37348279,0.013450000286102295
2021-02-21,1915.01,1976.72,1885.0,1935.57,159669.07872776,0.013450000286102295
2021-02-22,1935.67,1938.95,1507.34,1778.66,665395.31208108,0.013700000047683715
2021-02-23,1778.33,1783.22,1356.0,1577.83,1013355.39743643,0.013619999885559082
2021-02-24,1577.84,1714.0,1500.28,1625.3,440088.38004088,0.013890000581741333
2021-02-25,1625.27,1672.49,1458.5,1482.62,335391.64228393,0.015180000066757203
2021-02-26,1482.05,1564.11,1400.01,1445.18,380775.95904184,0.014600000381469726
2021-02-27,1445.09,1526.82,1420.0,1460.57,231399.55692715,0.014600000381469726
2021-02-28,1460.49,1469.96,1292.76,1422.02,460805.82144299,0.014600000381469726
2021-03-01,1421.8,1574.28,1412.61,1571.82,313413.589566,0.014459999799728394
2021-03-02,1571.87,1605.89,1455.86,1488.34,240668.58113618,0.014149999618530274
2021-03-03,1488.34,1657.91,1476.72,1567.86,233779.70945241,0.014700000286102294
2021-03-04,1568.4,1625.0,1504.06,1539.69,231528.48274717,0.015499999523162842
2021-03-05,1539.53,1551.19,1442.32,1528.82,324961.01226774,0.015540000200271607
2021-03-06,1528.82,1673.02,1512.45,1651.83,248888.00355718,0.015540000200271607
2021-03-07,1651.75,1735.0,1631.07,1728.22,210732.49738587,0.015540000200271607
2021-03-08,1727.95,1843.99,1664.08,1834.58,310581.14494936,0.015959999561309814
2021-03-09,1834.88,1872.26,1800.0,1871.99,225203.26521323,0.015460000038146973
2021-03-10,1871.93,1879.0,1756.29,1795.37,284059.53415917,0.015199999809265136
2021-03-11,1795.55,1847.0,1725.0,1827.04,210929.2155979,0.015269999504089355
2021-03-12,1826.53,1841.96,1721.15,1767.79,236995.37958528,0.016349999904632567
2021-03-13,1766.76,1944.0,1728.3,1921.61,242511.38585835,0.016349999904632567
2021-03-14,1921.76,1931.97,1836.61,1848.9,153591.2699543,0.016349999904632567
2021-03-15,1848.56,1893.75,1734.87,1795.07,283178.47343009,0.016069999933242797
2021-03-16,1794.08,1819.2,1706.25,1806.03,183635.76254277,0.01621000051498413
2021-03-17,1805.7,1841.13,1742.0,1824.74,192527.7769105,0.016410000324249267
2021-03-18,1824.45,1850.0,1758.4,1776.4,190138.5330396,0.017300000190734865
2021-03-19,1776.4,1840.69,1734.29,1809.38,144695.63348271,0.017319999933242798
2021-03-20,1808.95,1869.0,1800.55,1806.47,111937.33021974,0.017319999933242798
2021-03-21,1806.04,1818.86,1748.25,1784.0,121647.31152544,0.017319999933242798
2021-03-22,1784.11,1806.39,1657.17,1681.02,200417.24791012,0.01684000015258789
2021-03-23,1681.4,1723.61,1651.58,1668.09,212509.86225776,0.016380000114440917
2021-03-24,1668.37,1740.91,1545.77,1581.79,278130.15826272,0.016139999628067017
2021-03-25,1581.97,1622.27,1548.69,1587.08,286235.84724682,0.016139999628067017
2021-03-26,1587.01,1700.7,1586.81,1700.1,175253.6705026,0.01659999966621399
2021-03-27,1699.97,1732.85,1666.4,1713.88,110263.21715736,0.01659999966621399
2021-03-28,1713.96,1725.71,1662.0,1686.92,95999.89882024,0.01659999966621399
2021-03-29,1686.92,1841.88,1675.28,1815.73,203102.37426045,0.017209999561309815
2021-03-30,1815.73,1860.0,1785.77,1841.16,151376.69947985,0.017259999513626098
2021-03-31,1841.03,1948.0,1771.94,1920.0,263472.22513295,0.01746000051498413
2021-04-01,1919.99,1982.21,1886.11,1968.38,206220.44426132,0.016790000200271608
2021-04-02,1968.74,2145.0,1948.67,2134.68,273307.72019019,0.016790000200271608
2021-04-03,2134.38,2139.33,2000.0,2009.25,198152.20897275,0.016790000200271608
2021-04-04,2008.97,2093.07,1980.0,2076.36,117506.19033922,0.016790000200271608
2021-04-05,2076.31,2131.27,2003.1,2106.98,150633.34725495,0.017200000286102295
2021-04-06,2107.45,2151.0,2046.08,2113.0,195664.36827122,0.01656000018119812
2021-04-07,2113.55,2128.99,1929.69,1964.23,297887.0746854,0.01652999997138977
2021-04-08,1964.69,2084.54,1949.34,2081.29,134740.59760903,0.016319999694824217
2021-04-09,2081.29,2100.0,2048.41,2066.03,116343.17660276,0.016660000085830688
2021-04-10,2066.5,2195.0,2057.2,2133.08,172198.2806936,0.016660000085830688
2021-04-11,2133.07,2163.18,2112.58,2150.54,83861.37599123,0.016660000085830688
2021-04-12,2150.54,2199.11,2102.55,2138.03,127578.86243868,0.01674999952316284
2021-04-13,2138.02,2317.3,2135.9,2299.92,230007.9920857,0.016230000257492064
2021-04-14,2300.01,2446.91,2283.26,2432.54,322816.09722215,0.016380000114440917
2021-04-15,2432.16,2546.82,2401.25,2517.03,218658.15563428,0.015299999713897705
2021-04-16,2517.03,2548.0,2305.0,2426.64,305993.48077725,0.015729999542236327
2021-04-17,2426.64,2497.84,2305.55,2318.7,184015.29039346,0.015729999542236327
2021-04-18,2319.11,2341.0,2000.0,2241.46,484164.17039406,0.015729999542236327
2021-04-19,2241.67,2282.6,2050.0,2163.82,269095.50575273,0.016009999513626097
2021-04-20,2163.69,2349.5,2054.25,2332.6,312215.54603767,0.01562000036239624
2021-04-21,2332.18,2471.72,2237.02,2357.21,305022.6790685,0.015640000104904173
2021-04-22,2357.74,2646.2,2304.0,2399.99,584078.8877022,0.015540000200271607
2021-04-23,2399.21,2442.29,2040.0,2370.05,644161.18986279,0.015670000314712523
2021-04-24,2369.8,2371.18,2158.36,2216.72,220990.83137577,0.015670000314712523
2021-04-25,2216.18,2358.22,2166.0,2322.16,253708.11161981,0.015670000314712523
2021-04-26,2322.43,2542.04,2306.03,2534.0,310905.02678021,0.015700000524520873
2021-04-27,2533.99,2683.0,2484.56,2667.86,276539.98979416,0.01621999979019165
2021-04-28,2667.86,2762.59,2551.0,2751.59,388997.91493036,0.016200000047683717
2021-04-29,2751.56,2800.0,2672.0,2758.92,289566.94008224,0.016399999856948854
2021-04-30,2758.92,2800.0,2727.0,2776.45,203784.33868508,0.0163100004196167
2021-05-01,2776.76,2955.9,2757.28,2948.92,219121.32332416,0.0163100004196167
2021-05-02,2948.92,2986.0,2855.29,2952.09,158755.45128689,0.0163100004196167
2021-05-03,2952.21,3457.75,2952.08,3433.99,552087.28112543,0.016069999933242797
2021-05-04,3433.99,3534.5,3166.12,3240.01,713308.42978124,0.015920000076293947
2021-05-05,3239.61,3550.0,3201.33,3529.97,466260.19811275,0.01583999991416931
2021-05-06,3529.96,3610.91,3381.11,3492.75,368967.13672979,0.015609999895095825
2021-05-07,3492.33,3595.07,3356.69,3484.7,305837.39644288,0.015770000219345093
2021-05-08,3484.69,3962.44,3455.0,3917.26,329490.02398979,0.015770000219345093
2021-05-09,3917.26,3984.0,3726.29,3928.44,303199.06513222,0.015770000219345093
2021-05-10,3928.41,4213.85,3650.01,3949.45,591122.82046763,0.016019999980926514
2021-05-11,3949.45,4183.25,3760.0,4179.76,371785.21687275,0.016239999532699584
2021-05-12,4179.77,4384.43,3700.0,3826.37,617506.79293758,0.016950000524520874
2021-05-13,3826.37,4055.62,3525.62,3719.23,812296.19058095,0.016679999828338624
2021-05-14,3719.22,4177.77,3695.0,4080.51,344804.82454669,0.016349999904632567
2021-05-15,4080.51,4138.0,3632.0,3649.54,332664.12210277,0.016349999904632567
2021-05-16,3648.16,3878.23,3334.88,3585.62,496714.18827206,0.016349999904632567
2021-05-17,3584.79,3590.0,3101.0,3283.32,681492.46445778,0.016399999856948854
2021-05-18,3283.32,3567.4,3241.06,3375.96,443596.42566946,0.016419999599456787
2021-05-19,3376.98,3444.96,1860.0,2443.91,1664158.9063247,0.016829999685287474
2021-05-20,2443.91,2999.99,2156.0,2775.07,1050830.69730324,0.016339999437332154
2021-05-21,2775.06,2950.0,2105.0,2434.86,936011.86609611,0.016319999694824217
2021-05-22,2434.86,2486.29,2156.0,2297.19,665111.58789821,0.016319999694824217
2021-05-23,2296.68,2382.0,1728.0,2099.58,1045012.76021567,0.016319999694824217
2021-05-24,2100.07,2678.25,2072.15,2651.24,860939.09041545,0.016080000400543214
2021-05-25,2651.57,2768.0,2383.39,2707.56,725633.89598362,0.015640000104904173
2021-05-26,2707.75,2913.68,2647.21,2889.84,532990.73904717,0.015740000009536743
2021-05-27,2889.43,2893.96,2639.32,2745.51,380707.48775302,0.016100000143051147
2021-05-28,2745.25,2762.91,2329.2,2413.81,657497.5191979,0.015809999704360964
2021-05-29,2413.28,2574.86,2207.74,2280.72,496783.55299687,0.015809999704360964
2021-05-30,2280.78,2480.69,2182.2,2387.66,388966.15183724,0.015809999704360964
2021-05-31,2387.65,2720.0,2275.22,2707.12,400639.23849696,0.015809999704360964
2021-06-01,2707.87,2748.0,2527.88,2634.42,341435.04494495,0.01615000009536743
2021-06-02,2634.46,2803.0,2552.28,2706.64,268753.93459884,0.01590999960899353
2021-06-03,2706.87,2890.0,2663.02,2856.68,254235.89167581,0.01625
2021-06-04,2856.73,2859.85,2554.39,2690.68,294466.9594428,0.01559999942779541
2021-06-05,2691.13,2816.92,2552.18,2629.75,228143.70836692,0.01559999942779541
2021-06-06,2629.45,2745.36,2615.0,2710.97,122420.16649011,0.01559999942779541
2021-06-07,2710.97,2849.15,2575.0,2592.47,267934.37140931,0.01569000005722046
2021-06-08,2592.47,2621.91,2306.52,2509.11,451505.06172677,0.01527999997138977
2021-06-09,2509.1,2628.16,2406.33,2611.27,291643.03769418,0.014889999628067016
2021-06-10,2611.4,2625.0,2428.16,2471.59,181679.49879048,0.01458999991416931
2021-06-11,2471.59,2499.34,2322.16,2355.27,189880.6813896,0.01462000012397766
2021-06-12,2355.11,2452.58,2257.07,2371.49,177293.96771257,0.01462000012397766
2021-06-13,2371.85,2550.0,2309.67,2510.23,172712.48563163,0.01462000012397766
2021-06-14,2510.22,2609.02,2461.63,2582.86,169626.35302782,0.015010000467300414
2021-06-15,2582.45,2640.0,2506.23,2543.58,168529.3479128,0.014989999532699584
2021-06-16,2543.57,2555.0,2351.01,2367.73,178257.28803783,0.01569000005722046
2021-06-17,2368.24,2459.53,2306.35,2373.33,153637.62400874,0.015110000371932983
2021-06-18,2373.33,2377.8,2125.12,2234.47,273328.22658507,0.014500000476837159
2021-06-19,2234.8,2279.0,2162.72,2164.72,162828.91242019,0.014500000476837159
2021-06-20,2165.13,2275.78,2042.5,2242.9,231871.91509491,0.014500000476837159
2021-06-21,2242.89,2259.1,1864.5,1885.67,598655.07269099,0.014839999675750733
2021-06-22,1885.49,1996.67,1700.0,1881.65,620163.37396399,0.01472000002861023
2021-06-23,1881.24,2045.0,1823.97,1968.37,287217.09052056,0.014869999885559083
2021-06-24,1968.36,2035.39,1884.77,1988.81,208623.5990145,0.014869999885559083
2021-06-25,1988.81,2019.39,1792.0,1809.07,370739.74744615,0.015360000133514405
2021-06-26,1809.07,1851.97,1717.41,1829.17,238207.16665611,0.015360000133514405
2021-06-27,1829.0,1988.62,1807.89,1984.71,177413.91064922,0.015360000133514405
2021-06-28,1984.84,2143.67,1957.24,2083.79,278261.98240028,0.01478000044822693
2021-06-29,2083.99,2247.03,2074.53,2166.18,215702.68781407,0.014800000190734863
2021-06-30,2165.64,2288.0,2089.16,2276.72,254873.14574192,0.014429999589920044
2021-07-01,2276.74,2277.44,2072.06,2107.01,240720.57482006,0.014800000190734863
2021-07-02,2107.75,2159.43,2017.07,2156.0,192127.19122379,0.01430999994277954
2021-07-03,2156.0,2239.69,2113.18,2226.95,98666.79185779,0.01430999994277954
2021-07-04,2227.46,2389.22,2190.56,2323.15,126325.73621254,0.01430999994277954
2021-07-05,2323.27,2324.44,2160.0,2197.34,156103.9362224,0.01430999994277954
2021-07-06,2197.34,2350.0,2195.02,2321.84,165693.46720418,0.013700000047683715
2021-07-07,2322.2,2411.19,2294.16,2316.82,159702.0440841,0.013209999799728393
2021-07-08,2317.64,2325.46,2084.0,2116.95,223830.00371273,0.01287999987602234
2021-07-09,2116.3,2189.28,2050.0,2147.38,190883.32617917,0.013559999465942383
2021-07-10,2147.38,2192.98,2075.0,2110.55,116594.48589325,0.013559999465942383
2021-07-11,2110.56,2173.37,2081.51,2140.82,89340.97126887,0.013559999465942383
2021-07-12,2141.45,2169.0,2002.0,2030.72,174561.37955667,0.013630000352859497
2021-07-13,2030.74,2047.72,1917.4,1940.76,217891.77262081,0.014149999618530274
2021-07-14,1940.34,2019.9,1865.5,1994.11,195351.53451543,0.013559999465942383
2021-07-15,1994.12,2039.99,1880.0,1918.07,229477.74435019,0.012970000505447388
2021-07-16,1918.99,1965.35,1850.15,1877.22,184221.68200937,0.012999999523162841
2021-07-17,1877.22,1919.0,1847.0,1899.75,113724.29716977,0.012999999523162841
2021-07-18,1899.75,1994.4,1878.67,1891.46,124679.10845278,0.012999999523162841
2021-07-19,1891.46,1918.65,1805.47,1818.44,191611.5191467,0.011809999942779542
2021-07-20,1818.45,1840.79,1718.41,1786.46,278984.79921803,0.012089999914169312
2021-07-21,1786.51,2033.16,1754.27,1996.18,263702.46075895,0.012799999713897704
2021-07-22,1996.21,2046.74,1948.68,2024.75,196355.49626351,0.012649999856948852
2021-07-23,2024.75,2131.51,1995.0,2125.81,177278.18951605,0.012860000133514404
2021-07-24,2125.82,2200.0,2107.13,2185.95,151102.52474975,0.012860000133514404
2021-07-25,2186.76,2197.05,2108.08,2193.03,129013.98912781,0.012860000133514404
2021-07-26,2192.38,2437.99,2172.99,2228.26,427763.06726806,0.012760000228881836
2021-07-27,2228.71,2321.0,2152.0,2300.59,253782.97390467,0.012339999675750732
2021-07-28,2300.28,2347.88,2245.1,2300.42,205833.21106135,0.012610000371932984
2021-07-29,2300.76,2399.99,2267.78,2383.32,172925.7166805,0.012690000534057617
2021-07-30,2383.47,2474.82,2317.51,2463.9,222140.744211,0.012389999628067017
2021-07-31,2463.88,2555.0,2422.31,2533.74,134549.11974341,0.012389999628067017
2021-08-01,2533.54,2699.0,2511.5,2555.43,260742.0604239,0.012389999628067017
2021-08-02,2555.99,2666.36,2503.7,2608.12,234264.49105555,0.011740000247955322
2021-08-03,2608.12,2633.0,2445.58,2508.31,237814.06443089,0.011759999990463257
2021-08-04,2508.16,2771.42,2455.94,2724.71,250129.62895073,0.01184000015258789
2021-08-05,2724.71,2845.0,2530.69,2829.35,326176.98753449,0.012170000076293945
2021-08-06,2829.49,2949.21,2721.0,2892.98,283374.42059615,0.012899999618530273
2021-08-07,2892.83,3173.72,2866.58,3163.09,299359.36243726,0.012899999618530273
2021-08-08,3163.09,3191.99,2948.76,3014.13,244654.45876056,0.012899999618530273
2021-08-09,3014.12,3190.0,2892.5,3162.34,315853.32665056,0.013170000314712525
2021-08-10,3162.33,3235.1,3051.0,3142.09,223500.03188943,0.013420000076293945
2021-08-11,3142.18,3275.0,3122.22,3162.61,194586.91786387,0.013289999961853028
2021-08-12,3162.16,3239.69,2980.0,3047.21,243214.90148817,0.013669999837875367
2021-08-13,3047.21,3330.0,3034.52,3324.51,190905.3520745,0.012970000505447388
2021-08-14,3324.51,3333.0,3206.96,3266.52,118892.50906903,0.012970000505447388
2021-08-15,3266.52,3323.54,3112.96,3310.93,162311.47927523,0.012970000505447388
2021-08-16,3311.02,3341.47,3135.0,3146.6,177756.89052157,0.012569999694824219
2021-08-17,3146.6,3293.15,2992.15,3011.01,246541.89921532,0.012580000162124634
2021-08-18,3011.77,3126.51,2951.0,3014.38,193245.63285215,0.012730000019073486
2021-08-19,3014.38,3187.48,2960.0,3184.21,161902.28879318,0.012419999837875366
2021-08-20,3184.32,3300.0,3178.65,3286.58,173202.49961989,0.012599999904632569
2021-08-21,3286.82,3311.0,3206.96,3226.73,108432.72740463,0.012599999904632569
2021-08-22,3226.38,3275.0,3128.82,3241.42,98417.87656735,0.012599999904632569
2021-08-23,3241.41,3378.6,3233.19,3323.12,170976.09020067,0.012549999952316284
2021-08-24,3322.76,3360.0,3133.45,3171.52,162665.07930976,0.012899999618530273
2021-08-25,3170.94,3249.0,3079.92,3228.51,138830.69124351,0.013420000076293945
2021-08-26,3228.51,3251.05,3056.0,3093.2,140286.63490594,0.013420000076293945
2021-08-27,3092.71,3283.26,3050.0,3274.67,168913.62309989,0.01312000036239624
2021-08-28,3275.32,3290.51,3212.01,3247.99,72183.42536015,0.01312000036239624
2021-08-29,3247.99,3287.73,3153.75,3226.46,89119.39624772,0.01312000036239624
2021-08-30,3226.45,3349.0,3145.45,3229.01,219625.56218696,0.01284999966621399
2021-08-31,3229.02,3486.8,3190.56,3430.23,320212.11999266,0.013040000200271606
2021-09-01,3430.0,3843.12,3384.24,3829.39,306568.70086335,0.013020000457763671
2021-09-02,3829.29,3838.28,3722.65,3787.97,206168.93909873,0.012940000295639038
2021-09-03,3788.2,4030.35,3710.59,3940.06,284766.1603865,0.013220000267028808
2021-09-04,3940.06,3970.0,3834.57,3887.53,130047.41569531,0.013220000267028808
2021-09-05,3887.58,3982.64,3835.7,3952.17,101339.56157838,0.013220000267028808
2021-09-06,3951.68,3973.27,3868.0,3928.89,111675.62991707,0.013220000267028808
2021-09-07,3928.72,3948.0,3009.0,3436.96,482489.77503547,0.013700000047683715
2021-09-08,3436.75,3562.98,3216.0,3500.34,352658.69072643,0.013339999914169311
2021-09-09,3499.54,3568.59,3393.17,3424.95,244244.24892658,0.012990000247955323
2021-09-10,3424.32,3514.37,3142.67,3209.82,271075.68986114,0.01340999960899353
2021-09-11,3209.29,3349.43,3199.88,3266.77,133373.86127026,0.01340999960899353
2021-09-12,3266.97,3472.99,3231.75,3403.75,133979.51978513,0.01340999960899353
2021-09-13,3403.81,3430.0,3111.14,3286.2,215497.91819641,0.013240000009536743
2021-09-14,3285.66,3439.15,3270.74,3436.29,152957.54148077,0.012769999504089356
2021-09-15,3436.29,3621.15,3359.96,3615.65,157550.50123984,0.013040000200271606
2021-09-16,3615.68,3675.92,3482.97,3568.66,193709.08937556,0.013309999704360961
2021-09-17,3568.77,3595.0,3350.06,3400.0,164813.94731616,0.013700000047683715
2021-09-18,3400.0,3543.0,3369.53,3436.31,129386.37129349,0.013700000047683715
2021-09-19,3436.59,3457.22,3278.0,3328.59,93362.31450909,0.013700000047683715
2021-09-20,3328.7,3346.58,2911.81,2976.48,434236.7826118,0.013090000152587891
2021-09-21,2976.36,3104.82,2651.0,2765.69,441567.8736938,0.013240000009536743
2021-09-22,2765.33,3090.83,2738.24,3078.43,271497.54590784,0.013359999656677246
2021-09-23,3078.42,3182.34,3035.83,3154.62,166485.49300907,0.014099999666213989
2021-09-24,3154.42,3160.48,2735.0,2930.61,365024.83204626,0.014600000381469726
2021-09-25,2930.59,2968.85,2800.01,2924.01,145561.52444175,0.014600000381469726
2021-09-26,2923.91,3117.48,2741.34,3060.71,168746.48142334,0.014600000381469726
2021-09-27,3059.92,3168.03,2925.0,2925.27,172472.29785812,0.014839999675750733
2021-09-28,2926.27,2971.16,2782.6,2805.65,186331.02775653,0.01534000039100647
2021-09-29,2805.64,2950.6,2781.99,2850.14,177979.48195163,0.015410000085830688
2021-09-30,2849.71,3048.58,2836.21,3000.46,169873.45079422,0.015290000438690186
2021-10-01,3001.14,3337.15,2967.41,3311.16,201035.51345113,0.014789999723434448
2021-10-02,3311.2,3469.95,3258.94,3387.82,144778.38450029,0.014789999723434448
2021-10-03,3388.67,3489.18,3343.36,3420.07,124271.04864619,0.014789999723434448
2021-10-04,3419.63,3438.91,3269.67,3387.2,163829.62677831,0.014809999465942383
2021-10-05,3386.9,3547.88,3365.34,3515.3,163084.66881477,0.015290000438690186
2021-10-06,3517.26,3632.44,3342.16,3575.85,219116.78797009,0.015240000486373901
2021-10-07,3576.45,3655.02,3471.52,3588.51,195554.94828114,0.015709999799728393
2021-10-08,3588.83,3670.0,3535.0,3563.96,146564.44707403,0.016050000190734864
2021-10-09,3563.96,3634.13,3538.61,3575.83,88782.58533301,0.016050000190734864
2021-10-10,3575.2,3605.49,3406.44,3415.0,112835.1020128,0.016050000190734864
2021-10-11,3414.75,3625.0,3373.45,3542.37,142525.70987846,0.016139999628067017
2021-10-12,3542.2,3549.0,3403.51,3490.61,176617.45185163,0.015800000429153443
2021-10-13,3490.17,3614.48,3412.45,3608.21,158955.26821205,0.015490000247955322
2021-10-14,3608.43,3828.84,3588.55,3791.66,216569.69208772,0.015190000534057618
2021-10-15,3791.06,3900.0,3734.44,3869.73,204682.20802319,0.015759999752044677
2021-10-16,3869.73,3968.49,3802.0,3829.66,130674.36831436,0.015759999752044677
2021-10-17,3829.7,3919.0,3643.0,3847.18,134515.91092357,0.015759999752044677
2021-10-18,3847.38,3894.7,3676.35,3745.48,187448.53280815,0.01583999991416931
2021-10-19,3745.13,3890.36,3700.0,3878.17,154012.15326702,0.016349999904632567
2021-10-20,3878.35,4169.0,3829.59,4161.94,235728.75520251,0.016360000371932984
2021-10-21,4161.83,4374.95,4010.22,4053.9,286201.83773073,0.016759999990463258
2021-10-22,4053.97,4169.72,3885.25,3971.55,187484.20093549,0.016549999713897704
2021-10-23,3971.89,4172.04,3935.92,4168.56,109253.57167984,0.016549999713897704
2021-10-24,4168.53,4188.42,3962.05,4082.64,126731.47064484,0.016549999713897704
2021-10-25,4082.09,4236.27,4069.22,4220.93,145753.84102089,0.016349999904632567
2021-10-26,4221.16,4297.0,4091.31,4131.47,169619.87486465,0.0161899995803833
2021-10-27,4132.19,4314.63,3911.0,3923.94,279555.38152718,0.015290000438690186
2021-10-28,3925.26,4299.0,3889.05,4288.26,257149.82955488,0.015679999589920043
2021-10-29,4288.25,4461.96,4266.91,4421.23,257148.94601167,0.015570000410079957
2021-10-30,4421.23,4435.0,4236.99,4324.67,123410.59442713,0.015570000410079957
2021-10-31,4325.55,4395.99,4168.1,4290.16,148206.08981334,0.015570000410079957
2021-11-01,4290.31,4385.16,4151.0,4322.89,165298.66872401,0.015750000476837157
2021-11-02,4322.89,4604.99,4287.32,4595.01,217839.79309642,0.015490000247955322
2021-11-03,4594.27,4671.0,4456.0,4606.07,213935.75674438,0.015789999961853027
2021-11-04,4606.07,4610.24,4423.01,4537.15,182872.96131449,0.015240000486373901
2021-11-05,4537.14,4574.0,4446.01,4479.47,142403.14739608,0.014529999494552612
2021-11-06,4479.47,4534.43,4329.21,4523.16,107961.55343832,0.014529999494552612
2021-11-07,4523.73,4639.8,4506.99,4617.02,85312.85613745,0.014529999494552612
2021-11-08,4617.27,4825.0,4616.5,4811.9,163884.29350308,0.014969999790191651
2021-11-09,4811.89,4842.54,4697.9,4731.59,154525.60456333,0.014320000410079955
2021-11-10,4731.58,4867.81,4460.0,4632.22,249949.62441734,0.01559999942779541
2021-11-11,4632.23,4783.05,4578.05,4721.87,112248.30258781,0.01559999942779541
2021-11-12,4721.07,4809.27,4508.42,4667.34,160383.45748095,0.015820000171661377
2021-11-13,4667.79,4708.6,4586.8,4644.44,76568.33646209,0.015820000171661377
2021-11-14,4644.43,4695.07,4516.05,4627.03,96933.07064437,0.015820000171661377
2021-11-15,4626.61,4770.0,4541.0,4565.06,121693.76091856,0.016230000257492064
2021-11-16,4564.34,4564.98,4108.0,4209.5,309826.45957038,0.016339999437332154
2021-11-17,4209.89,4300.01,4068.24,4289.4,197969.47328462,0.016039999723434447
2021-11-18,4289.4,4346.42,3960.0,3997.93,291477.64786245,0.015889999866485597
2021-11-19,3998.57,4314.82,3975.24,4299.55,191232.56135587,0.015360000133514405
2021-11-20,4299.55,4438.96,4206.03,4416.69,96882.12097892,0.015360000133514405
2021-11-21,4416.36,4427.72,4246.07,4262.99,83775.31676078,0.015360000133514405
2021-11-22,4263.04,4322.86,4024.45,4089.16,174572.98932477,0.01625
2021-11-23,4089.17,4389.95,4062.28,4341.62,159935.23797902,0.016670000553131104
2021-11-24,4341.58,4359.88,4168.99,4270.74,120268.67729032,0.016449999809265137
2021-11-25,4270.93,4555.11,4250.0,4525.87,132338.28173546,0.016449999809265137
2021-11-26,4527.03,4555.53,3915.0,4043.67,324817.57682312,0.014819999933242798
2021-11-27,4043.62,4186.97,4031.56,4098.31,93299.56271946,0.014819999933242798
2021-11-28,4098.53,4303.35,3950.0,4298.38,124752.71262005,0.014819999933242798
2021-11-29,4298.38,4466.0,4282.07,4449.42,170935.20731881,0.015299999713897705
2021-11-30,4449.42,4759.0,4350.91,4634.95,312105.05293146,0.014429999589920044
2021-12-01,4636.43,4784.5,4526.94,4586.95,241301.695591,0.01434000015258789
2021-12-02,4586.87,4637.39,4435.0,4514.59,171913.60834148,0.014479999542236327
2021-12-03,4514.54,4662.75,4035.0,4216.93,312836.25058642,0.01343000054359436
2021-12-04,4216.3,4240.0,3575.0,4123.13,512946.90714235,0.01343000054359436
2021-12-05,4123.13,4257.0,4038.13,4203.22,250275.13989584,0.01343000054359436
2021-12-06,4203.22,4380.8,3913.0,4354.22,349333.84787974,0.01434000015258789
2021-12-07,4354.09,4433.99,4260.0,4310.19,198306.85854675,0.014800000190734863
2021-12-08,4310.21,4456.36,4226.88,4440.51,186740.13696568,0.015089999437332153
2021-12-09,4440.94,4490.72,4076.15,4106.06,222048.28315781,0.014869999885559083
2021-12-10,4105.99,4232.38,3889.42,3900.91,273780.7217072,0.014889999628067016
2021-12-11,3899.97,4099.87,3835.0,4091.18,166327.13830459,0.014889999628067016
2021-12-12,4091.17,4186.16,3989.41,4132.92,108368.85746466,0.014889999628067016
2021-12-13,4132.91,4146.1,3660.0,3783.81,305712.33000025,0.014240000247955322
